    1	0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    2	-0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    3	0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    4	-0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    5	0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    6	-0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    7	0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    8	-0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
    9	0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
   10	-0.1500	0.5000	0.0000	0.0000	0.0000	-1	1	1
   11	0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   12	-0.1500	0.5000	-30.0000	0.0000	0.0000	-1	1	1
   13	0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   14	-0.1500	0.5000	-30.0000	0.0000	0.0000	-1	1	1
   15	0.1500	0.5000	30.0000	0.0000	0.0000	-1	1	1
   16	-0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   17	0.1500	0.5000	-30.0000	0.0000	0.0000	-1	1	1
   18	-0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   19	0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   20	-0.1500	0.5000	0.0000	30.0000	0.0000	-1	1	1
   21	0.1500	0.5000	30.0000	0.0000	0.0000	-1	1	1
   22	-0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   23	0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   24	-0.1500	0.5000	30.0000	0.0000	0.0000	-1	1	1
   25	0.1500	0.5000	0.0000	30.0000	0.0000	-1	1	1
   26	-0.1500	0.5000	0.0000	-30.0000	0.0000	-1	1	1
   27	0.1500	0.5000	0.0000	30.0000	0.0000	-1	1	1
   28	-0.1500	0.5000	-30.0000	0.0000	0.0000	-1	1	1
   29	0.1500	0.5000	-30.0000	0.0000	0.0000	-1	1	1
   30	-0.1500	0.5000	0.0000	30.0000	0.0000	-1	1	1
   31	0.1500	0.5000	0.0000	0.0000	0.2144	-1	1	1
   32	-0.1500	0.5000	0.0000	0.0000	0.6050	-1	1	1
   33	0.1500	0.5000	0.0000	0.0000	0.9282	-1	1	1
   34	-0.1500	0.5000	0.0000	0.0000	0.5318	-1	1	1
   35	0.1500	0.5000	0.0000	0.0000	0.5506	-1	1	1
   36	-0.1500	0.5000	0.0000	0.0000	0.4138	-1	1	1
   37	0.1500	0.5000	0.0000	0.0000	0.9449	-1	1	1
   38	-0.1500	0.5000	0.0000	0.0000	0.5197	-1	1	1
   39	0.1500	0.5000	0.0000	0.0000	0.0997	-1	1	1
   40	-0.1500	0.5000	0.0000	0.0000	0.8123	-1	1	1
   41	0.1500	0.5000	0.0000	0.0000	0.7414	-1	1	1
   42	-0.1500	0.5000	0.0000	0.0000	0.6376	-1	1	1
   43	0.1500	0.5000	0.0000	0.0000	0.9646	-1	1	1
   44	-0.1500	0.5000	0.0000	0.0000	0.2195	-1	1	1
   45	0.1500	0.5000	0.0000	0.0000	0.0334	-1	1	1
   46	-0.1500	0.5000	0.0000	0.0000	0.1555	-1	1	1
   47	0.1500	0.5000	0.0000	0.0000	0.7738	-1	1	1
   48	-0.1500	0.5000	0.0000	0.0000	0.3219	-1	1	1
   49	0.1500	0.5000	0.0000	0.0000	0.4314	-1	1	1
   50	-0.1500	0.5000	0.0000	0.0000	0.9732	-1	1	1
